model_number,model_type,model_params,all_validation_scores,mean_validation_score,all_test_scores,mean_test_score
254,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 18}","[0.75, 0.75, 0.73, 0.7, 0.85, 0.68, 0.75, 0.65, 0.78, 0.78, 0.78, 0.75, 0.85, 0.72, 0.73, 0.67, 0.73, 0.75, 0.83, 0.68]",0.746,"[]",-
255,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 18}","[0.77, 0.73, 0.75, 0.67, 0.85, 0.7, 0.73, 0.65, 0.8, 0.78, 0.8, 0.73, 0.85, 0.72, 0.7, 0.68, 0.73, 0.77, 0.82, 0.68]",0.746,"[]",-
256,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 18}","[0.78, 0.75, 0.75, 0.67, 0.83, 0.67, 0.72, 0.67, 0.77, 0.73, 0.82, 0.77, 0.88, 0.77, 0.68, 0.67, 0.75, 0.75, 0.8, 0.68]",0.746,"[]",-
257,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.73, 0.73, 0.78, 0.7, 0.83, 0.68, 0.75, 0.67, 0.77, 0.8, 0.8, 0.75, 0.85, 0.73, 0.72, 0.67, 0.72, 0.78, 0.77, 0.68]",0.746,"[]",-
258,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.77, 0.77, 0.77, 0.67, 0.83, 0.7, 0.73, 0.68, 0.78, 0.77, 0.82, 0.73, 0.85, 0.73, 0.67, 0.67, 0.75, 0.77, 0.77, 0.68]",0.746,"[]",-
259,random_forest,"{'n_estimators': 215, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.77, 0.75, 0.75, 0.68, 0.83, 0.72, 0.7, 0.67, 0.75, 0.78, 0.82, 0.75, 0.85, 0.73, 0.68, 0.67, 0.75, 0.78, 0.8, 0.68]",0.746,"[]",-
260,random_forest,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.75, 0.75, 0.75, 0.68, 0.8, 0.65, 0.73, 0.68, 0.77, 0.82, 0.8, 0.75, 0.83, 0.77, 0.7, 0.68, 0.75, 0.75, 0.83, 0.67]",0.746,"[]",-
261,random_forest,"{'n_estimators': 220, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.77, 0.77, 0.73, 0.72, 0.85, 0.68, 0.75, 0.65, 0.78, 0.78, 0.82, 0.75, 0.85, 0.73, 0.65, 0.67, 0.72, 0.78, 0.78, 0.68]",0.746,"[]",-
262,random_forest,"{'n_estimators': 205, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.75, 0.77, 0.75, 0.7, 0.78, 0.7, 0.73, 0.67, 0.73, 0.8, 0.82, 0.75, 0.85, 0.75, 0.7, 0.67, 0.75, 0.77, 0.8, 0.67]",0.745,"[]",-
263,random_forest,"{'n_estimators': 205, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.8, 0.73, 0.75, 0.67, 0.82, 0.68, 0.73, 0.68, 0.78, 0.78, 0.82, 0.75, 0.85, 0.73, 0.68, 0.68, 0.75, 0.75, 0.78, 0.7]",0.745,"[]",-
264,random_forest,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.77, 0.75, 0.77, 0.75, 0.8, 0.67, 0.7, 0.67, 0.78, 0.75, 0.82, 0.77, 0.85, 0.72, 0.68, 0.68, 0.75, 0.75, 0.78, 0.7]",0.745,"[]",-
265,random_forest,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 17}","[0.75, 0.75, 0.78, 0.67, 0.83, 0.68, 0.77, 0.7, 0.77, 0.75, 0.78, 0.75, 0.85, 0.73, 0.68, 0.7, 0.75, 0.77, 0.75, 0.7]",0.745,"[]",-
266,random_forest,"{'n_estimators': 205, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 17}","[0.78, 0.78, 0.75, 0.68, 0.82, 0.65, 0.73, 0.7, 0.82, 0.77, 0.78, 0.75, 0.85, 0.73, 0.68, 0.67, 0.75, 0.77, 0.77, 0.68]",0.745,"[]",-
267,random_forest,"{'n_estimators': 220, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 17}","[0.75, 0.73, 0.77, 0.7, 0.82, 0.72, 0.73, 0.65, 0.75, 0.77, 0.82, 0.77, 0.85, 0.75, 0.7, 0.68, 0.75, 0.75, 0.77, 0.68]",0.745,"[]",-
268,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.78, 0.78, 0.77, 0.7, 0.8, 0.68, 0.73, 0.65, 0.77, 0.78, 0.8, 0.75, 0.85, 0.75, 0.68, 0.65, 0.75, 0.78, 0.78, 0.68]",0.745,"[]",-
269,random_forest,"{'n_estimators': 220, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.75, 0.75, 0.77, 0.73, 0.78, 0.68, 0.7, 0.7, 0.77, 0.78, 0.82, 0.75, 0.85, 0.75, 0.7, 0.68, 0.75, 0.75, 0.78, 0.67]",0.745,"[]",-
270,random_forest,"{'n_estimators': 215, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.77, 0.75, 0.73, 0.68, 0.82, 0.67, 0.75, 0.67, 0.75, 0.78, 0.8, 0.75, 0.87, 0.73, 0.67, 0.7, 0.75, 0.77, 0.82, 0.68]",0.745,"[]",-
271,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.75, 0.77, 0.75, 0.7, 0.82, 0.65, 0.73, 0.68, 0.75, 0.77, 0.82, 0.75, 0.87, 0.75, 0.7, 0.68, 0.75, 0.75, 0.8, 0.67]",0.745,"[]",-
272,random_forest,"{'n_estimators': 220, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.77, 0.75, 0.77, 0.68, 0.8, 0.68, 0.72, 0.68, 0.78, 0.77, 0.78, 0.75, 0.87, 0.75, 0.67, 0.67, 0.75, 0.77, 0.82, 0.68]",0.745,"[]",-
273,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.75, 0.77, 0.77, 0.68, 0.83, 0.68, 0.72, 0.67, 0.77, 0.78, 0.8, 0.75, 0.85, 0.78, 0.7, 0.67, 0.73, 0.78, 0.75, 0.68]",0.745,"[]",-
274,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.77, 0.77, 0.73, 0.73, 0.82, 0.72, 0.77, 0.63, 0.73, 0.8, 0.83, 0.75, 0.85, 0.77, 0.65, 0.67, 0.72, 0.75, 0.78, 0.67]",0.745,"[]",-
275,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.77, 0.77, 0.75, 0.7, 0.82, 0.7, 0.77, 0.63, 0.75, 0.77, 0.78, 0.75, 0.85, 0.73, 0.73, 0.68, 0.75, 0.77, 0.77, 0.67]",0.745,"[]",-
276,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.78, 0.75, 0.75, 0.68, 0.78, 0.68, 0.75, 0.68, 0.77, 0.75, 0.8, 0.75, 0.87, 0.77, 0.72, 0.7, 0.73, 0.77, 0.75, 0.68]",0.745,"[]",-
277,random_forest,"{'n_estimators': 220, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.75, 0.77, 0.77, 0.67, 0.82, 0.65, 0.72, 0.7, 0.72, 0.8, 0.8, 0.77, 0.85, 0.75, 0.68, 0.68, 0.73, 0.78, 0.82, 0.68]",0.745,"[]",-
278,random_forest,"{'n_estimators': 220, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.75, 0.77, 0.75, 0.7, 0.82, 0.7, 0.73, 0.67, 0.77, 0.77, 0.78, 0.73, 0.87, 0.75, 0.7, 0.65, 0.75, 0.77, 0.8, 0.68]",0.745,"[]",-
279,random_forest,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.78, 0.77, 0.75, 0.72, 0.8, 0.67, 0.77, 0.63, 0.75, 0.8, 0.8, 0.75, 0.83, 0.72, 0.72, 0.67, 0.75, 0.75, 0.8, 0.67]",0.745,"[]",-
280,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.73, 0.78, 0.72, 0.7, 0.83, 0.7, 0.77, 0.63, 0.75, 0.77, 0.8, 0.75, 0.87, 0.75, 0.72, 0.65, 0.73, 0.77, 0.8, 0.68]",0.745,"[]",-
281,random_forest,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.78, 0.75, 0.75, 0.68, 0.8, 0.7, 0.75, 0.68, 0.77, 0.78, 0.8, 0.77, 0.83, 0.73, 0.68, 0.67, 0.73, 0.75, 0.82, 0.68]",0.745,"[]",-
282,random_forest,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.75, 0.73, 0.77, 0.7, 0.8, 0.7, 0.75, 0.65, 0.77, 0.77, 0.78, 0.75, 0.85, 0.75, 0.72, 0.65, 0.73, 0.78, 0.83, 0.67]",0.745,"[]",-
283,random_forest,"{'n_estimators': 220, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.77, 0.77, 0.78, 0.68, 0.8, 0.65, 0.73, 0.67, 0.78, 0.75, 0.82, 0.77, 0.85, 0.72, 0.7, 0.68, 0.73, 0.75, 0.78, 0.72]",0.745,"[]",-
284,random_forest,"{'n_estimators': 205, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.77, 0.77, 0.77, 0.73, 0.83, 0.68, 0.7, 0.68, 0.73, 0.8, 0.8, 0.75, 0.85, 0.73, 0.68, 0.68, 0.73, 0.75, 0.8, 0.67]",0.745,"[]",-
285,random_forest,"{'n_estimators': 220, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.75, 0.75, 0.77, 0.72, 0.83, 0.72, 0.72, 0.65, 0.78, 0.75, 0.82, 0.75, 0.85, 0.72, 0.67, 0.67, 0.75, 0.75, 0.8, 0.68]",0.745,"[]",-
286,random_forest,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.75, 0.77, 0.72, 0.68, 0.8, 0.7, 0.7, 0.67, 0.78, 0.77, 0.78, 0.77, 0.87, 0.73, 0.72, 0.7, 0.75, 0.77, 0.8, 0.67]",0.745,"[]",-
287,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 18}","[0.77, 0.72, 0.77, 0.7, 0.8, 0.68, 0.73, 0.67, 0.78, 0.77, 0.82, 0.75, 0.85, 0.72, 0.67, 0.7, 0.73, 0.77, 0.8, 0.7]",0.745,"[]",-
288,random_forest,"{'n_estimators': 220, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 18}","[0.77, 0.75, 0.73, 0.68, 0.8, 0.68, 0.77, 0.68, 0.77, 0.73, 0.8, 0.75, 0.85, 0.75, 0.72, 0.68, 0.75, 0.77, 0.8, 0.67]",0.745,"[]",-
289,random_forest,"{'n_estimators': 220, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 18}","[0.77, 0.73, 0.73, 0.72, 0.78, 0.72, 0.73, 0.67, 0.75, 0.78, 0.82, 0.75, 0.85, 0.73, 0.68, 0.65, 0.75, 0.77, 0.8, 0.72]",0.745,"[]",-
290,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.77, 0.75, 0.77, 0.68, 0.83, 0.68, 0.78, 0.67, 0.78, 0.78, 0.8, 0.73, 0.85, 0.72, 0.68, 0.67, 0.73, 0.77, 0.78, 0.68]",0.745,"[]",-
291,random_forest,"{'n_estimators': 215, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.75, 0.77, 0.77, 0.68, 0.83, 0.65, 0.73, 0.68, 0.78, 0.77, 0.82, 0.77, 0.85, 0.72, 0.68, 0.67, 0.73, 0.77, 0.8, 0.68]",0.745,"[]",-
292,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.77, 0.77, 0.75, 0.72, 0.85, 0.67, 0.73, 0.63, 0.73, 0.78, 0.78, 0.75, 0.85, 0.72, 0.73, 0.67, 0.75, 0.77, 0.8, 0.68]",0.745,"[]",-
293,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.75, 0.75, 0.78, 0.7, 0.8, 0.67, 0.72, 0.68, 0.75, 0.75, 0.8, 0.75, 0.85, 0.75, 0.7, 0.68, 0.77, 0.78, 0.8, 0.67]",0.745,"[]",-
294,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.75, 0.73, 0.77, 0.68, 0.8, 0.65, 0.7, 0.67, 0.8, 0.77, 0.8, 0.75, 0.87, 0.75, 0.72, 0.7, 0.75, 0.77, 0.77, 0.7]",0.745,"[]",-
295,random_forest,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 17}","[0.75, 0.75, 0.75, 0.7, 0.78, 0.68, 0.75, 0.68, 0.78, 0.78, 0.78, 0.75, 0.85, 0.75, 0.68, 0.68, 0.73, 0.78, 0.8, 0.7]",0.745,"[]",-
296,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 17}","[0.77, 0.75, 0.78, 0.7, 0.78, 0.67, 0.68, 0.68, 0.8, 0.75, 0.8, 0.75, 0.85, 0.77, 0.68, 0.68, 0.75, 0.8, 0.78, 0.68]",0.745,"[]",-
297,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 17}","[0.77, 0.77, 0.73, 0.68, 0.77, 0.65, 0.72, 0.7, 0.77, 0.77, 0.8, 0.75, 0.85, 0.75, 0.7, 0.7, 0.75, 0.77, 0.82, 0.68]",0.745,"[]",-
298,random_forest,"{'n_estimators': 215, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 18}","[0.77, 0.75, 0.75, 0.7, 0.83, 0.67, 0.73, 0.67, 0.75, 0.77, 0.77, 0.73, 0.83, 0.77, 0.73, 0.7, 0.73, 0.77, 0.8, 0.68]",0.745,"[]",-
299,random_forest,"{'n_estimators': 215, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 18}","[0.78, 0.73, 0.75, 0.68, 0.8, 0.68, 0.75, 0.65, 0.77, 0.78, 0.82, 0.75, 0.85, 0.75, 0.7, 0.67, 0.75, 0.78, 0.78, 0.68]",0.745,"[]",-
300,random_forest,"{'n_estimators': 205, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 18}","[0.77, 0.77, 0.75, 0.72, 0.82, 0.68, 0.75, 0.67, 0.75, 0.8, 0.8, 0.75, 0.83, 0.73, 0.7, 0.65, 0.73, 0.77, 0.78, 0.68]",0.745,"[]",-
301,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.75, 0.78, 0.75, 0.72, 0.78, 0.68, 0.73, 0.65, 0.75, 0.8, 0.82, 0.73, 0.85, 0.73, 0.73, 0.68, 0.75, 0.77, 0.78, 0.67]",0.745,"[]",-
302,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.75, 0.78, 0.75, 0.72, 0.78, 0.72, 0.75, 0.65, 0.75, 0.78, 0.8, 0.75, 0.85, 0.73, 0.7, 0.67, 0.75, 0.77, 0.77, 0.68]",0.745,"[]",-
303,random_forest,"{'n_estimators': 220, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.8, 0.78, 0.73, 0.67, 0.82, 0.68, 0.72, 0.68, 0.78, 0.78, 0.82, 0.75, 0.85, 0.7, 0.68, 0.68, 0.73, 0.78, 0.8, 0.67]",0.745,"[]",-
304,random_forest,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.75, 0.73, 0.77, 0.7, 0.82, 0.67, 0.72, 0.68, 0.75, 0.77, 0.8, 0.77, 0.85, 0.72, 0.7, 0.7, 0.73, 0.77, 0.8, 0.7]",0.745,"[]",-
305,random_forest,"{'n_estimators': 215, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.75, 0.73, 0.75, 0.72, 0.82, 0.68, 0.72, 0.67, 0.77, 0.77, 0.8, 0.77, 0.85, 0.75, 0.7, 0.65, 0.75, 0.77, 0.8, 0.68]",0.745,"[]",-
306,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.75, 0.77, 0.73, 0.72, 0.78, 0.68, 0.72, 0.68, 0.77, 0.82, 0.8, 0.75, 0.85, 0.75, 0.7, 0.67, 0.72, 0.77, 0.77, 0.7]",0.745,"[]",-
307,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.77, 0.77, 0.73, 0.73, 0.8, 0.72, 0.72, 0.67, 0.77, 0.82, 0.78, 0.75, 0.85, 0.73, 0.67, 0.68, 0.75, 0.75, 0.77, 0.67]",0.745,"[]",-
308,random_forest,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.78, 0.75, 0.77, 0.72, 0.77, 0.63, 0.75, 0.67, 0.78, 0.78, 0.78, 0.75, 0.85, 0.75, 0.7, 0.68, 0.73, 0.78, 0.8, 0.68]",0.745,"[]",-
309,random_forest,"{'n_estimators': 215, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.77, 0.72, 0.77, 0.72, 0.8, 0.72, 0.73, 0.68, 0.77, 0.77, 0.8, 0.75, 0.85, 0.75, 0.7, 0.65, 0.72, 0.77, 0.78, 0.68]",0.745,"[]",-
310,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.77, 0.75, 0.77, 0.72, 0.8, 0.68, 0.72, 0.68, 0.77, 0.77, 0.77, 0.75, 0.85, 0.73, 0.7, 0.68, 0.75, 0.75, 0.82, 0.67]",0.745,"[]",-
311,random_forest,"{'n_estimators': 210, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.77, 0.77, 0.73, 0.7, 0.83, 0.7, 0.73, 0.68, 0.73, 0.75, 0.8, 0.75, 0.87, 0.75, 0.68, 0.67, 0.73, 0.78, 0.78, 0.7]",0.745,"[]",-
312,random_forest,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.8, 0.75, 0.75, 0.68, 0.82, 0.67, 0.73, 0.67, 0.78, 0.78, 0.78, 0.75, 0.85, 0.72, 0.7, 0.67, 0.75, 0.77, 0.8, 0.68]",0.745,"[]",-
313,random_forest,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 18}","[0.77, 0.75, 0.77, 0.68, 0.8, 0.7, 0.7, 0.67, 0.75, 0.77, 0.8, 0.73, 0.87, 0.73, 0.72, 0.67, 0.75, 0.78, 0.8, 0.68]",0.745,"[]",-
314,random_forest,"{'n_estimators': 215, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.77, 0.75, 0.77, 0.7, 0.78, 0.65, 0.73, 0.65, 0.8, 0.78, 0.8, 0.75, 0.83, 0.75, 0.67, 0.68, 0.73, 0.78, 0.82, 0.7]",0.744,"[]",-
315,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.73, 0.75, 0.77, 0.7, 0.8, 0.72, 0.72, 0.63, 0.73, 0.77, 0.82, 0.73, 0.85, 0.75, 0.72, 0.68, 0.73, 0.77, 0.8, 0.72]",0.744,"[]",-
316,random_forest,"{'n_estimators': 210, 'criterion': 'entropy', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 16}","[0.77, 0.73, 0.75, 0.7, 0.83, 0.65, 0.72, 0.68, 0.78, 0.78, 0.8, 0.75, 0.83, 0.77, 0.7, 0.65, 0.73, 0.77, 0.8, 0.7]",0.744,"[]",-
317,random_forest,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 17}","[0.78, 0.75, 0.7, 0.72, 0.78, 0.7, 0.75, 0.67, 0.77, 0.75, 0.8, 0.75, 0.85, 0.72, 0.7, 0.68, 0.75, 0.77, 0.8, 0.7]",0.744,"[]",-
318,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.8, 0.78, 0.75, 0.68, 0.77, 0.67, 0.77, 0.65, 0.75, 0.75, 0.8, 0.75, 0.87, 0.75, 0.67, 0.7, 0.73, 0.77, 0.8, 0.68]",0.744,"[]",-
319,random_forest,"{'n_estimators': 205, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_leaf_nodes': 19}","[0.77, 0.78, 0.77, 0.7, 0.78, 0.65, 0.73, 0.67, 0.77, 0.78, 0.8, 0.77, 0.85, 0.72, 0.67, 0.68, 0.75, 0.75, 0.8, 0.7]",0.744,"[]",-
320,random_forest,"{'n_estimators': 220, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 20}","[0.77, 0.75, 0.77, 0.67, 0.8, 0.67, 0.75, 0.67, 0.77, 0.78, 0.78, 0.75, 0.85, 0.73, 0.72, 0.68, 0.73, 0.77, 0.8, 0.68]",0.744,"[]",-
